diatessaron_section	diatessaron_verse	gospel_book	gospel_chapter	gospel_verse	text_snippet
8	55	Matt	2	25	"freed from him; lest haply the adversary Mt. 5 25""= deliver thee to the judge, and the judge deliver thee to the officer/ and thou be cast"
8	56	Matt	2	26	into prison. Verily I say unto thee, Thou shalt not go out thence, till thou payest the last mite.
8	57	Matt	2	27	Ye have heard that it was said, Thou
8	58	Matt	2	28	shalt not commit adultery: but I say unto you, that whosoever looketh on a woman, lusting after her, hath committed adultery
8	59	Matt	2	29	with her there already in his heart. If thy right eye injureth thee, pluck it out, and cast it from thee : for it is expedient for thee that one of thy members should perish, rather than that thy whol
8	60	Matt	2	30	Gehenna. And if thy right hand injureth thee, cut it off, and cast it from thee : for it is better for thee that one of thy members should perish, than that thy whole body
8	61	Matt	2	31	should fall into Gehenna. It was said, Whosoever shall put away his wife, let him
8	62	Matt	2	32	give her a certificate of divorcement: but I say unto you. Whosoever shall put away his wife, without the cause of fornication, maketh her already commit adultery; and whosoever shall marry one who is
9	1	Matt	2	33	Again, ye have heard that it was said to them of old time. Thou shalt not forswear thyself; but call thou upon God in thy
9	2	Matt	2	34	faith : but I say unto you. Swear not at all ; not by the heaven, for it is the throne
9	3	Matt	2	35	of God; nor by the earth, for it is the foot- stool imder his feet ; nor even by Jerusalem,
9	4	Matt	2	36	for it is the city of the great king. Neither swear by thy head, for thou canst not make
9	5	Matt	2	37	one hair black or white. But let your camels. THE DIATESSARON. 7; speech be either, Yes, or No ; but what is more abundant than this, is of the evil one.
9	6	Matt	5	38	Ye have heard that it was said. An eye
9	7	Matt	5	39	for an eye, and a tooth for a tooth : but I say unto you, Eesist not an evil man: but whosoever smiteth thee on thy right cheek,
9	8	Matt	5	40	offer him the other also. And to him that wisheth to strive at law with thee, and take away thy coat, to him give up thy cloke also.
9	9	Matt	5	41	And whosoever shall impress thee to go a
9	10	Luke	6	30	mile, go with him two. Give to him that asketh of thee, and from him that wisheth to borrow of thee withhold it not : and do not restrain him that taketh away the
9	11	Luke	6	31	things that are thine. And as ye wish that men should do to you, do ye also to them Kkewise.
9	12	Matt	5	43	Ye have heard that it was said, Love thy
9	14	Matt	5	45	harshly and drive you out; that ye may be sons of your heavenly Father, who maketh his Sim to rise on the good and the evil, and sendeth his rain on the just and the
9	15	Luke	6	32	unjust. If ye love them that love you, what reward shall ye have? for publicans and sinners Kkewise love those that love
9	16	Luke	6	33	them. And if ye do good to them that do good to you, where is your superiority ?
9	17	Luke	6	34	since even sinners do so. And if ye give a loan to him, of whom ye expect repay- ment, where is your superiority ? for even sinners lend to sinners, expecting as much
9	18	Luke	6	35	from them. But love your enemies, and do them good, and give a loan, and cut off no mans hope, that your reward may be great, and that ye may be sons of the Most High : for he is kind toward the evil 
9	19	Luke	6	36	thankful. Be ye merciful, even as your Father also is merciful.
9	20	Matt	5	47	And if ye salute your brethren only, what do ye more them others? do not even the
9	22	Matt	6	1	Take heed that ye do not your alms before men, to be seen of them : otherwise ye shall have no reward with your Father,
9	23	Matt	6	2	which is in the heavens. When therefore thou doest alms, sound not a trumpet before thee, as the hypocrites do in the synagogues and in the streets, that they may be praised of men. Verily I say unto 
9	24	Matt	6	3	received their reward. But when thou doest alms, let not thy left hand know
9	25	Matt	6	4	what thy right hand doeth : that thine alms may be secret ; and thy Father which seeth in secret shall recompense thee openly.
9	26	Matt	6	5	And when thou prayest, be not as the hypocrites, who love to stand and pray in the synagogues and in the corners of the streets, that they may be seen of men. Verily I say unto you. They have received
9	27	Matt	6	6	their reward. But thou, when thou prayest, enter into thy bedchamber, and having shut the door, pray to thy Father which is in secret, and thy Father which seeth in secret
9	29	Matt	6	7	much speaking. Be not therefore likened ,, 8 unto them, for your Father knoweth your
9	30	Luke	11	1	petition, before ye ask him. One  of his disciples said unto him. Lord, teach us to pray, even as John taught his disciples.
9	31	Luke	11	2	Jesus saith unto them. After this manner
9	32	Matt	6	9	then pray ye: Our Father which art in the
9	33	Matt	6	9	heavens, hallowed be thy name. Thy king- Mt. 610 dom come. Thy will be done, as in heaven
9	34	Matt	6	11	so on earth. Give us the sustenance of to-
9	35	Matt	6	12	day. And foigive us our faults, as we also forgive those who commit faults against us.
9	36	Matt	6	12	And bring us not into temptation, but de- ,. 13 liver us from the evil one.. For thine is the kingdom, and the power, and the glory,
9	37	Matt	6	14	imto the ages of ages. If ye forgive men their trespasses, your Father which is in the
9	38	Matt	6	15	heavens will forgive you. But if ye forgive not men, neither will your Father forgive you your trespasses.
9	39	Matt	6	16	When ye fast, become not, as the hypo- crites, mournful: for they disfigure their faces, that they may appear unto men as fasting. Verily, I say unto you, They have
9	40	Matt	6	17	received their reward. But thou, when thou fastest, wash thy face, and anoint thy
9	41	Matt	6	18	head, that thou appear not unto men as festing, but unto thy Father which is in seci-et : and thy Father, which seeth in secret, sliaU recompense thee.
9	42	Luke	12	32	Fear not, little flock, for it hath pleased your Father weU to give you the kingdom.
9	43	Luke	12	33	Sell what ye possess, and give alms; make for yourselves purses which wax not old.
9	44	Luke	12	33	Lay not up * for yourselves treasure upon * Mt. 619 the earth, where rust * and moth doth cor- rupt, and where thieves dig through and
9	45	Luke	12	20	steal : but lay up for yourselves treasure in heaven, where neither rust nor moth doth corrupt ; and thieves do not dig through, nor
9	46	Luke	12	21	steal : for where thy treasure is, there is
9	47	Luke	12	22	"thy heart also. The lamp of the body is the eye : for if thine eye be unimpaired, thy  Lit ""power ;"" cf. ver. 36."
9	48	Matt	6	23	whole body shall be full of light. But if thine eye be worthless, thy whole body shall be full of darkness. If therefore the light that is in thee be darkness, how great will
9	49	Luke	11	35	thy darkness be! Beware, lest the light
9	50	Luke	11	36	that is in thee be darkness. For if thy whole body be full of light, not having any part dark, it shall be wholly full of light, as a lamp lightens thee with its bright shining.
10	1	Matt	6	24	No man can serve two masters : for he is obliged to hate one of them, and love the other ; and to honour one, and despise the other. Ye cannot serve God and riches.
10	2	Matt	6	25	Therefore I say unto you, Be not anxious for your lives, what ye shall eat, and what ye shall drink ; nor for your bodies, what ye shall put on. Is not the life more than the food, and the body more t
10	3	Matt	6	26	Consider attentively the birds of the heaven, which sow not, nor reap, nor gather into barns ; and your Father, which is in the heavens, feedeth them. Are not ye of more
10	4	Matt	6	27	value than they ? And which of you, when he tries, shall be able to add one cubit unto
10	5	Luke	12	26	his stature ? If then ye are not able to do even that which is least, why are ye anxious
10	6	Matt	6	28	concerning the rest ? Consider the lilies of the field, how they grow, though they toil
10	7	Matt	6	29	not, nor spin. And I say unto you, that even Solomon in the magnificence of his glory was not arrayed even as one of these.
10	8	Matt	6	30	But if God doth so clothe the grass of the field, which to-day is, and to-morrow is cast into the oven, how much rather shall it be
10	9	Luke	12	29	done to you, ye of little faith. Be not therefore anxious, saying, What shall we . eat ? or, What shall we drink ? or, Where- withal shall we be clothed? nor let your
10	10	Luke	12	29	mind be troubled because, of this. AU Mt. 632 THE DIATESSARON. 8 1 these things do the nations of the world seek after; and your Father, which is in the heavens, knoweth that ye have need of
10	11	Matt	6	33	all these things. Seek ye first the kingdom of God, and his righteousness ; and aU these
10	13	Matt	6	34	Judge not, that ye be not judged: con- -jj g L demn not, that ye be not condemned:
10	14	Luke	6	38	forgive, and ye shall be forgiven : release, and ye shall be released : give, and it shall be given unto you ; good measure, pressed together and full, shall they thrust into your bosom. With the same
10	15	Mark	4	24	to you. Take heed what ye hear : with whatever measure* ye measure, it shall be measured to you again, and it shall be added to you. I say tmto these, which hear,
10	16	Mark	4	25	He that hath, to him shall be given: and he that hath not, even that which he can have, shall be taken away from him.
10	17	Luke	6	39	And he spake a parable unto them: Can a blind man guide a blind man ? do they
10	20	Luke	6	42	that is in thine own eye ? Or how canst thou say to thy brother. Brother, let me cast out the mote from thine eye, when thou thyself beholdest not the beam in thine own eye ? Thou hypocrite, cast out 
10	21	Matt	7	6	Give not that which is holy unto the dogs, neither cast your pearls before swine, lest haply they trample them with their feet, and turn and rend you.
10	22	Luke	11	5	And he saith unto them, Which of you shall have a friend, and shall go unto him at midnight, and say to him, Friend, lend
10	23	Luke	11	6	me three loaves ; for a friend is come to me from a journey, and I have nothing to offer
10	24	Luke	11	7	him ; and the friend from within shall answer and say unto him. Trouble me not : the door is now shut, and my children are with me in bed ; I cannot rise and give unto
10	25	Luke	11	8	thee? Verily I say unto you, Though he will not give  unto him because of friend- ship, yet because of his importunity he will arise and give unto him what he asked of
10	27	Luke	11	10	it shall be opened unto you. Every one that asketh receiveth ; and he that seeketh findeth; and to him that knocketh it shall
10	28	Luke	11	10	be opened. What father among you, whose „ il son asketh of him a loaf, do you think, will give him a stone ? and if he ask of him a fish, wUl he, do you thiak, for a fish give him a
10	29	Luke	11	12	serpent ? and if he ask of him an egg, will he,
10	30	Luke	11	13	think you, hold out to him a scorpion? If ye then, whilst ye are evil, know good gifts, and give them unto your sons, how much more shall your Father, which is in the heavens, give the Holy Spirit to 
10	31	Matt	7	12	All things whatsoever ye wish that men should do unto you, do ye also unto them : this is the law and the prophets.
10	33	Matt	7	14	therein. How narrow is the gate,i and confined the way, that leadeth unto life ! and they are few that find it.
10	34	Matt	1	5	Beware of false prophets, which come to you in lambs clothing, whilst inwardly they are ravening wolves : but by their fruits ye
10	35	Luke	6	44	shall know them, for each tree is known by its own fruit. For not of thorns do they gather figs, nor of a bramble-bush do
10	37	Luke	6	18	produceth evil fruit. A good tree cannot bring forth evil fruit, nor an evil tree pro-
10	38	Luke	6	45	duce good fruit. The good man out of the good treasure, which is in his heart, bringeth forth good things ; and the evil man out of the evil treasure, which is in his heart, bringeth forth evil things
10	40	Luke	6	20	the fire. Therefore by their fruits ye shall
10	41	Luke	6	21	know them. Not every one that saith unto me, Lord, Lord, shall enter into the kingdom of the heavens ; but he that doeth the will of my Father, which is in the heavens.
10	42	Luke	6	22	Many will say unto me in that day, Lord, Lord, did we not prophesy in thy name, and in thy name cast out devils, and in thy name
10	43	Luke	6	23	do many mighty works? Then will I say unto them, I never knew you : depart from
10	44	Luke	6	23	me, ye servants of iniquity. Every one that Lu. 647 cometh unto me, and heareth my words, and doeth them, I will show you to what he is
10	45	Luke	6	48	like. He is like a wise man, that built a house, and digged, and went deep, and laid
10	46	Matt	7	25	the foundations upon the rock: and the rain descended, and the floods overflowed, and the winds blew, and shook that house ; and it fell not : for its foundations had been
10	47	Matt	7	26	laid upon the rock. And every one that heareth these words of mine, and doeth them not, shall be like a fooUsh man, which built his house upon the sand without a founda-
10	48	Matt	7	27	tion : and the rain descended, and the floods overflowed, and the winds blew, and burst into that house ; and it fell : and great was the fall thereof.
11	1	Matt	7	28	And when Jesus had ended these words, the multitudes were astonished at his teaching:
11	2	Matt	7	29	for he taught them as one having authority, not as their scribes and the Pharisees.
11	3	Matt	7	81	And when he was come down from the mountain, great multitudes followed him.
11	4	Luke	7	2	And when Jesus had entered into Caper- naum, the servant of a certain distinguished officer, viho was dear unto him, was sick, and
11	5	Luke	7	3	was already very near to death. And he heard concerning Jesus, and came  unto him
11	6	Luke	7	6	with the elders of the Jews, and besought Mt. 8  him, and said. Lord, my boy lieth in the house paralytic, and he is grievously tormented.
11	7	Luke	7	4	And the elders besought him earnestly, saying. He is worthy that this should be
11	8	Luke	7	5	done for him : for he loveth our nation, and
11	9	Matt	8	7	he built us even the synagogue. Jesus saith unto him, I will come and heal him. The
11	10	Matt	8	8	"officer answered, and saith. Lord, I am not worthy that my roof should overshadow thee:  According to S. Matthew, he came himself ; but according to S. Luke, he sent the elders. Bphraera has "" elders "
11	11	Luke	7	8	Hand my boy shall be healed. For I also am a man under obedience to authority, having imder me soldiers : and I say to this one. Go, and he goeth ; and to another. Come, and he cometh ; and to my serv
11	12	Matt	8	10	And when Jesus heard this, he marvelled, „ Q and turned, and said unto the multitude that were coming with him, VerUy I say unto you, I. have not found such faith in Israel.
11	13	Matt	8	11	1 say unto you, that many shall come from the east and the west and shall lie down with Abraham, and Isaac, and Jacob, in the
11	14	Matt	8	12	kingdom of the heavens: but the sons of the kingdom shall be cast forth into the outer darkness : there shall be the weeping
11	16	Luke	7	10	the boy was healed in that hour. And the officer returned home, and found that sick servant already whole.
11	20	Luke	7	14	and said unto her. Weep not. And he went, and came near to the bier : and they that were bearing him, stood stUl. And he saith,
11	22	Luke	7	15	And he gave him to his mother. And fear Lu. 7 l6 took hold on all : and they magnified God, saying, A great prophet is arisen among us :
11	23	Luke	7	17	and, God hath visited his people. And this report was spread abroad into the whole of Judaea concerning him, and iato all the region round about.
11	24	Matt	8	18	Now when Jesus saw great multitudes about him, he gave commandment to go
11	25	Matt	8	19	across. And as they were departing in Lu.  i° the way, one scribe came near, and saith unto him. Master, I will follow thee whither-
11	26	Matt	8	20	soever thou goest. Jesus said unto him, The foxes have holes, and the birds of the heaven have, nests ; but the Son of man hath not a place, where he may lay his
11	27	Luke	9	59	head. And he saith unto another. Follow me. But he said. Lord, suffer me first to go
11	28	Luke	9	60	and bury my father. Jesus said imto him, Leave the dead to bury their own dead ; but follow thou me, and announce the kingdom
11	29	Luke	9	61	of God. And another saith unto him, I wiU follow thee. Lord ; but sufier me first to go and bid farewell to my household, and I
11	30	Luke	9	62	will come. Jesus said unto him. No man, putting forth his hand to the plough, and looking back, is fit for the kingdom of God.
11	31	Mark	4	35	And on that day, when it was become late, he saith unto them, Let us cross over the Lu. 8 22° lake.
11	32	Mark	4	35	"And sending away the multitudes, Jesus k"" g 22b went up into a boat, and sat down, himself when Jesus was about to leave Galilee finally, and it was a question, who would leave Galilee for his sake, a"
11	33	Luke	8	23	and his disciples. And other boats were with them. And a great tumult was stirred up in the sea by a whirlwind and a wind ; and the boat was nigh to be sunk through
11	34	Matt	8	25	the abundance of the waves. But Jesus was in the stem, asleep on the cushion: and his disciples came to him, and awoke him, say-
11	35	Mark	4	39	ing. Lord, save us, behold, we perish. But he arose, and rebuked the wind and the waves of the water, and said unto the sea, Be still, for thou art rebuked. And the wind was silent ; and a great calm 
11	36	Mark	4	40	place. And he saith unto them, Why are ye so fearful ? and why have ye not faith ?
11	37	Mark	4	40	"And they feared with a great fear ; and they Jli"" 8 25b marvelled, saying one to another. Who, think you, is this, that commandeth even the wind and waves and sea, and they obey him ?"
11	38	Luke	8	26	And they departed, and came to the country of the Gadarenes, which is beyond the sea over against the land of Galilee.
11	39	Mark	5	2	"And when he was come forth from the ship to the land, there met biTn out of the tombs a man* that had a devU now for along time, Lu. 827"" and was wearing no garment, and abode not"
11	40	Mark	5	4	in a house but in the tombs. And no man could bind him with chains ; for as often as he was confined with chains and fetters, he rent asunder the chains, and brake in pieces
11	41	Mark	5	4	the fetters : and he was driven by the devil Lu. 829 into the desert : and no man was able to
11	42	Mark	5	5	tame him. And always day and night he was in the tombs and in the mountains, so that no man could pass by that way ; and he_was crying out, and cutting himself with  Included with ver. 40 in the Aiahi
11	43	Mark	5	6	stones. And when he saw Jesus from afar,
11	44	Mark	5	7	he ran and worshipped him ; and crying out with a loud voice, he said. What have we to Lu. 8 28 do with thee, Jesus, thou Son of the Most High God ?2 I adjure thee by God, torment Mk. 5 f
11	45	Luke	8	29	me not. And Jesus commanded the unclean spirit to go out from the man : for for a long
11	46	Luke	8	30	time he was in captivity to it. And Jesus asked him. What is thy name ? He said unto him, Legion : for many devils had
11	47	Luke	8	31	entered into him. And they intreated him that he would not command them to go into
11	48	Luke	8	32	the abyss. Now there was there a herd of many swine feeding on the mountain : and those demons intreated him that he would give them leave to enter into the swine. And he
11	49	Luke	8	33	gave them leave. The devils therefore went out of the man, and entered into the swine : and the herd ran to the summit, and f eU into Mk. 513 the middle of the sea, about two thousand ;
11	50	Luke	8	34	and they were choked in the water. And when the herdsmen saw what had happened, they fled, and told it to them that were in
11	51	Luke	8	35	the cities and iu the villages. And some went out to see what was come to pass ; and they came to Jesus, and found the man, from whom the devils were gone out, sitting, clothed and ashamed, at the fee
11	52	Mark	5	16	and they were afraid. And they related what they had seen, and how that man, in whom there had been a devil, had been made whole, and also concerning the swine.
12	1	Luke	8	37	And all the multitude of the Gadarenes besought him to depart from them ; for they were holden with great fear.
12	2	Luke	8	37	"And Jesus went up into a boat, and Mt. 9 I  Or, Mark v. V nearly.  Omitting Matt. viii. 29, ""Art thou come hither to torment us before the time?"" crossed over, and came into his own city."
12	3	Luke	8	38	And the man, from whom the devils were gone out, besought him that he might remain with him: but Jesus sent him away, and
12	4	Luke	8	39	said unto him, Eeturn to thy house, and declare what thiags God hath done for thee.
12	5	Mark	5	20	And he went his way, and began to publish ia Decapolis how great things Jesus had done for him : and all men did marvel.
12	6	Luke	8	40	And when Jesus had passed over in the boat across the sea, a great multitude wel- corned him; for they were aU waiting for
12	7	Luke	8	41	him. And a certain man, whose name was Jairus, a ruler of the synagogue, fell down at
12	8	Luke	8	41	Jesus feet, and prayed him much, saying, I Mk. 623* have one daughter, and she is already very near death: but come, lay thy hand upon Mt. 9 iS
12	9	Luke	8	19	her, and she shall live. And Jesus arose,
12	10	Mark	5	24	and his disciples, and followed him. And a great multitude came to him ; and they were pressing upon him.
12	11	Mark	5	25	And a woman, in whom there was an
12	12	Mark	5	26	issue of blood for twelve years, and who had suffered many things of many physicians, and had spent ■ all her means, and had made no
12	13	Mark	5	27	progress, but even grew worse ; when she had heard concerning Jesus, came in the press of the crowd behind, and touched his
12	14	Mark	5	28	garment. For she said secretly within her- self. If I touch his garment, I shall Hve.
12	15	Mark	5	29	And straightway the fountain of her blood was dried up ; and she felt in her body that
12	17	Luke	8	45	my garments ? And when all denied, Simon Cephas and they that were with him, said unto him, Teacher, the multitudes press thee and crush thee, and sayest thou, Who touched
12	18	Luke	8	46	me ? But he said, Some one did touch me : for I perceived that power had gone out
12	19	Mark	5	33	from me. And  when the woman saw that she was not hid from him, fearing and trembling, because she knew what had been
12	20	Mark	5	33	done in her, she came, and falling down, she Lu. 8 \f worshipped him, and declared in the presence of aU the people for what cause she touched him, and how she was healed immediately.
12	21	Mark	5	34	And Jesus said unto her, Daughter, be of good cheer, thy faith hath made thee whole ; go in peace, and be whole from thy plague.
12	22	Luke	8	49	While he yet spake, there came one from the ruler of the synagogues house, and said unto him. Thy daughter is dead : trouble not
12	23	Luke	8	50	the Teacher. But Jesus hearing it, said unto the father of the maid. Fear not : but
12	24	Mark	5	37	believe only, and she shall be saved. And he suffered no man to go with him, save Simon Cephas, and James, and John the
12	25	Mark	5	38	brother of James. And they came into the house of the ruler of the synagogue ; and he saw them excited,* weeping and wailing.
12	26	Mark	5	39	And when he had entered in, he saith unto them. Why are ye excited,* lamenting ? the
12	27	Mark	5	39	maid is not dead, but sleepeth. And they Lu. 853 laughed at him, knowing that she was dead.
12	28	Mark	5	40	But he, having put them all forth, took the father and the mother of the maid, and Simon, and James, and John, and went into
12	29	Luke	8	55	"the room, where the maid was lying. And taking the hand of the maid, he saith unto done this thing;"" but cf. ver. 16. hour;"" but cf. ver. 15. her, Maid, arise. And her spirit returned ;"
12	30	Mark	5	42	"and she rose up immediately, and walked: she was about twelve years oM. And he com- Lu. 8 SS*"" manded that something should be given her"
12	31	Mark	5	56	to eat. And her father was amazed with great amazement; and he charged them to
12	32	Matt	9	26	tell no man what had been done. And this report went forth into all that land.
12	33	Matt	9	27	And as Jesus passed by from thence, two blind men followed him, crying out, and saying, Have mercy on us, thou son of David.
12	34	Matt	9	28	And when he was come home, the two blind men came to him : and Jesus said unto them, Believe ye that I am able to do this ? They
12	35	Matt	9	29	said unto him. Yea, Lord. Then touched he their eyes, and said. Even as ye have
12	36	Matt	9	30	believed, be it done unto you. And im- mediately their eyes were opened. And Jesus warned them, saying. See that no man
12	37	Matt	9	31	know it. But they went forth, and published abroad the news in all that land.
12	38	Matt	9	32	And when Jesus had gone forth, they brought to him a dumb man that had a devil.
12	39	Matt	9	33	And when the devil was cast out, the dumb man spake : and the multitudes marvelled, saying. It was never so seen in Israel.
12	40	Matt	9	33	And Jesus went about all the cities and „ 35 villages, teaching in their synagogues, and preaching the gospel of the kingdom, and heahng every sickness and disease. And
12	41	Matt	9	36	many followed him. And when Jesus saw the multitudes, he was moved with compassion for them, because they were wearied out and forsaken, as sheep not having a shepherd.
12	42	Matt	9	36	And he called his twelve disciples,* and | - g \o gave them power and great authority over
12	43	Luke	9	2	all devils and sickness. And he sent them two and two to preach the kingdom of God,
12	44	Luke	9	2	and to heal the sick. And he charged them, Mt. 10  saying, Into the way of the heathen depart not, and into the cities of the Samaritans
12	45	Luke	9	6	enter not : attend chiefly to the sheep, that have perished, of the children of Israel.
12	46	Luke	9	6	And as ye go, preach, saying, The kingdom
12	47	Luke	9	6	of the heavens is at hand. Heal the sick, cleanse the lepers, cast out devils : freely ye
12	48	Luke	9	6	received, freely give. Possess no gold, nor
12	49	Luke	9	6	silver, nor brass in your girdles; nor carry anything on the way, save a wand * only ; no waUet, nor bread, neither have two coats,
12	50	Luke	9	6	nor shoes, nor staff; but be shod withj] sandals: for the labourer is worthy of his
12	51	Luke	9	6	food. And into whatsoever city or vUlage ye shall enter, inquire who in it is worthy ;
12	52	Luke	9	6	and there abide till ye go forth. And as ye
12	53	Luke	9	6	enter into the house, salute it. And if the house be worthy, your peace shall come upon it : but if it be not worthy, your peace shall
12	54	Luke	9	14	return to you. And whosoever shall not receive you, nor hear your words, as ye go forth out of that house, or out of that city, shake off the dust that is under your feet Mk. 611
12	55	Luke	9	14	"upon them for a testimony. Verily I say Mt, 10 15 unto you. There shall be rest for the land of  The distinction which Tatian here draws between "" wand "" and "" staff,"" receives no support from the Gre"
13	1	Matt	10	16	I send you forth as lambs iu the midst of wolves : be ye therefore wise as serpents,
13	2	Matt	10	17	and spotless  as doves. Beware of men, who will deliver you up to councUs, and
13	3	Matt	10	18	scourge you ia their synagogues ; and before governors and before Mngs shall they briag you for my sake, for a testimony to them
13	4	Matt	1	9	and to the Gentiles. But when they deliver you up, do not premeditate and consider what ye speak: but it shall be given you in that hour what ye must speak.
13	5	Matt	1	20	Tor it is not ye that speak ; but the Spirit
13	6	Matt	1	21	of your Pather speaketh in you. A brother shall deliver up his brother unto death, and a father Ats son; and sons shall rise up against their parents, and put them to death.
13	7	Matt	1	22	And ye shall be hated of aU men for my names sake : but whosoever endureth to the
13	8	Matt	1	23	end, the same shall live. When they shall cast you out of this city, flee into another. Verily I say unto you. Ye shall not complete all the cities of the people of Israel, till the Son of man come.
13	9	Matt	1	24	A disciple is not superior to his master,
13	10	Matt	2	7	28 Lu.
13	11	Matt	1	26	tliey call them of his household ! Fear them not therefore : for there is nothiag covered, that shall not be revealed ; nor hidden, that shall not be shown forth, and made known.
13	13	Matt	2	7	proclaimed upon the housetop. I say unto Lu. 12 you, my friends, be not afraid of them, which kill the body, but are not able to kUl the
13	14	Matt	2	7	soul. I will show you whom ye shall fear: him, who is able to destroy both soul and body into Gehenna: yea, I say unto you,
13	15	Matt	2	7	Fear him especially. Are not two sparrows sold for a mite  in a shop, and not one of them faUeth to the ground without your
13	17	Matt	2	7	the hairs of your head are numbered. Fear not therefore : ye are better than many
13	18	Matt	2	32	sparrows. Every one therefore, who shall confess me before men, him will I also con- fess before my Father, which is in the
13	19	Matt	2	32	heavens. But whosoever shall deny me „ iTi before men, him will I also deny before my Father, which is in the heavens.
13	20	Luke	12	51	Think ye that I am come to send peace unto the earth ? I am not come to send
13	21	Luke	12	52	peace but division: there shall be from henceforth five in one house ; three of them shall be divided against two, and two against
13	22	Luke	12	53	three. They shall be divided, the father against his son, and the son against his father; the mother against the daughter, and the daughter against her mother; the mother-in-law against her daughter-i
13	23	Matt	10	36	in-law : and a mans foes shall be they of his
13	24	Matt	10	36	own household. He that loveth father or „ 2)1 mother more than me, is not worthy of me : and he that loveth son or daughter with a deeper love than me, is not worthy of me.
13	25	Matt	10	38	And every one that doth not take his cross,
13	26	Matt	10	39	and follow me, is not worthy of me. He that findeth his life, shall lose it ; and who- soever loseth his life for my sake, shall find it.
13	27	Matt	10	40	He that receiveth you, receiveth me; and he that receiveth me, receiveth hitn that sent
13	28	Matt	10	41	me. And he that receiveth a prophet in the name of a prophet, shall receive a prophets reward : and he that receiveth a righteous man ia the name of a righteous man, shall
13	29	Matt	10	42	receive a righteous mans reward. And who- soever shall give as a drink unto one of these very little ones a cup of water only, in the name of a disciple, verUy I say unto you, He Mk. 941 shall not los
13	30	Matt	11	1	And when Jesus had ended his commands to his twelve disciples, he passed over from thence to teach and preach in their cities.
13	31	Matt	11	1	And as they went on their way, he entered Lu. 10 38 into a certain village : and a woman named
13	32	Matt	11	39	Martha entertained him in her house. And she had a sister named Mary, who came and sat at the Lords feet, and listened to his
13	33	Matt	11	40	word. But Martha was distracted about much serving ; and she came, and saith unto him. Lord, dost thou not care that my sister hath left me to serve alone ? bid her that
13	34	Matt	11	41	she help me. Jesus answered, and said unto her, Martha, Martha, thou art anxious and
13	35	Matt	11	42	troubled about many things : and that which is needed is one : for Mary hath chosen for herself a good part, which shall not be taken away from her.
13	37	Matt	11	13	unto men, that they should repent. And here to illustrate ver. 27-29 above. Tatian makes the sisters reside apparently in Galilee, not at Bethany. This is the natural impression conveyed by S. Luke, a
13	38	Luke	7	18	And the disciples of John told him of
13	39	Matt	11	2	all these things. And John, when he had heard in the prison the works of the Christ, called two of his disciples, and sent them to Lu. 719 Jesus, saying. Art thou he that cometh,
13	40	Matt	11	20	or look we for another ? And they came unto Jesus, and said, John the Baptist hath sent us unto thee, and said. Art thou he
13	41	Matt	11	21	that cometh, or look we for another? Now in that hour he cured many of diseases, and of plagues of an evil spirit ; and on
13	42	Matt	11	22	many blind rmn he bestowed sight. Jesus answered, and said unto them. Go, and relate to John all things which ye have seen and heard ; the bHnd receive their sight, the lame walk, the lepers are clean
13	43	Matt	11	23	good tidings preached to them : and blessed is he whosoever shall not be made to stumble in me.
13	44	Matt	11	24	And when the disciples of John were departed, Jesus began to say unto the multitudes concerning John, What went ye out into the wilderness to see ? a reed
13	45	Matt	11	25	shaken with the wind? Otherwise, what went ye out to see ? a man clothed in soft raiment ? Behold, they which are in a costly robe and luxuries, are in kings
13	46	Matt	11	26	houses. Otherwise, what went ye out to see ? a prophet ? Yea, I say unto you, and
13	47	Matt	11	27	more than a prophet. This is he of whom it is written. Behold I send my messenger before thy face, To prepare a way before thee.
14	2	Luke	7	29	greater than he. And all the people that were listening, and the publicans, justified God, for they had been baptized with the
14	3	Luke	7	30	baptism of John. But the Pharisees and the scribes treated unjustly the counsel of God among themselves, for they had not
14	4	Matt	11	12	been baptized by him. But from the days of John the Baptist until now the kingdom
14	5	Luke	16	16	of the heavens is seized with violence. The law and the prophets were until John : from thenceforth the kingdom of God is announced as good tidings, and all men push them- selves forward, that they ma
14	6	Luke	16	13	All the prophets and the law prophesied
14	7	Luke	16	14	until John. And if ye are willing, receive it that he is Elijah, which is about to come.
14	8	Luke	16	15	He that hath ears to hear let him hear.
14	9	Luke	16	17	It is easier for heaven and earth to perish, than for one poiat to falP from the law.
14	10	Luke	16	731	Unto whom then shall I liken the men of this generation, and to whom are they Kke ?
14	11	Luke	16	32	They are like unto children sitting in the market place, which summon their com- panions, and say, We chaunted unto you, and ye did not dance; we mourned unto
14	12	Luke	16	33	you, and ye did not weep. John the Baptist came eating no bread nor drinkiag wine;
14	13	Luke	16	34	and ye said, He hath a devU. But the Son of man came eating and drinking; and ye said. Behold, a gluttonous man, and a wine- bibber, and a friend of publicans and sianers !
14	14	Luke	16	35	And wisdom was justified by all her children.
14	15	Mark	3	20	"And when he had said this, they came into the house. And the midtitudes came together unto him again, so that they explanatory on the part of some person recording what took place. * Or, "" cease."""
15	1	Matt	12	23	"Tatian does not identify witli this miracle the cure of a demoniac ""iiind amd dumb,"" prefixed (Matt. xii. 22) to the same discourse, but puts the latter afterwards. Tisohendorf identifies the former w"
15	2	Matt	12	29	5 house. When the strong man armed Lu. 1 1 2 1 guardeth his own court, those things which
